"Name","Tags","Sweep","dim1","dropout_p","early_topo","fold","num_coord_funs","num_filtrations","residual_and_bn","share_filtration_parameters","training_seed","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","validation_loss"
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","1","true","false","18741105","0.911300003528595","0.28252485394477844","0.9375","0.9375","0.2130090296268463","0.2130090296268463","0.920799970626831","","","0.2504534125328064","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","false","","5","1","true","true","13505250","0.9153000116348268","0.27744340896606445","0.953125","0.953125","0.17252366244792938","0.17252366244792938","0.916800022125244","","","0.25773152709007263","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","8","true","true","10527233","","","0.9345133900642396","0.8984375","0.2020127773284912","0.32960277795791626","0.912999987602234","","","0.27156123518943787","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","true","false","13505250","","","0.917358696460724","0.9140625","0.25159719586372375","0.23824076354503632","0.9124000072479248","","","0.2970415949821472","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","true","false","56750292","","","0.929104745388031","0.96875","0.21899056434631348","0.134566992521286","0.9020000100135804","","","0.29633164405822754","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","false","true","18741105","","","0.9042468070983888","0.9375","0.2919067144393921","0.24921388924121857","0.8996000289916992","","","0.32470452785491943","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","true","false","18741105","","","0.9307255148887634","0.9609375","0.21329455077648163","0.12972135841846466","0.8942000269889832","","","0.3212423622608185","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","true","false","10527233","","","0.9264095425605774","0.9453125","0.225077286362648","0.16932211816310885","0.8822000026702881","","","0.3799047768115998","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","8","true","true","13505250","","","0.9356788992881776","0.953125","0.19658654928207395","0.16553300619125366","0.84579998254776","","","0.4892524778842926","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","false","","5","1","true","true","18741105","","","0.8885489702224731","0.8984375","0.33090516924858093","0.3529270589351654","0.84579998254776","","","0.5018981099128723","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","false","","5","1","true","true","10527233","","","0.8737980723381042","0.859375","0.3821683526039123","0.483032763004303","0.656000018119812","","","1.062142848968506","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","true","true","56750292","0.11349999904632568","2.3010401725769043","0.1171875","0.1171875","2.3010339736938477","2.3010339736938477","0.11259999871253969","","","2.300182580947876","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","8dnm3k1v","true","0","true","","5","8","true","true","56750292","0.11349999904632568","2.3010292053222656","0.1484375","0.1484375","2.292395830154419","2.292395830154419","0.11259999871253969","","","2.3001832962036133","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","true","true","13505250","0.11349999904632568","2.301038980484009","0.078125","0.078125","2.3077056407928467","2.3077056407928467","0.11259999871253969","","","2.3001856803894043","","",""
"LargerTopoGNN_MNIST","LargerTopoGNN, MNIST","18mcs9mb","true","0","false","","5","8","false","false","13505250","","","0.1123615950345993","0.0546875","2.3011982440948486","2.3103044033050537","0.11259999871253969","","","2.3001883029937744","","",""
